arm,step,task_id,answer_position,scored_count
ROTATING,768,atcoder/abc307_d,129,1
ROTATING,768,atcoder/abc307_d,130,1
ROTATING,768,atcoder/abc307_d,131,1
ROTATING,768,atcoder/abc307_d,132,1
ROTATING,768,atcoder/abc307_d,133,1
ROTATING,768,atcoder/abc307_d,134,1
ROTATING,768,atcoder/abc307_d,135,1
ROTATING,768,atcoder/abc307_d,136,1
ROTATING,768,atcoder/abc307_d,137,1
ROTATING,768,atcoder/abc307_d,138,1
ROTATING,768,atcoder/abc307_d,139,1
ROTATING,768,atcoder/abc307_d,140,1
ROTATING,768,atcoder/abc307_d,141,1
ROTATING,768,atcoder/abc307_d,142,1
ROTATING,768,atcoder/abc307_d,143,1
ROTATING,768,atcoder/abc307_d,152,1
ROTATING,768,atcoder/abc307_d,153,1
ROTATING,768,atcoder/abc307_d,154,1
ROTATING,768,atcoder/abc307_d,155,1
ROTATING,768,atcoder/abc307_d,156,1
ROTATING,768,atcoder/abc307_d,157,1
ROTATING,768,atcoder/abc307_d,158,1
ROTATING,768,atcoder/abc307_d,159,1
ROTATING,768,atcoder/abc307_d,192,1
ROTATING,768,atcoder/abc307_d,193,1
ROTATING,768,atcoder/abc307_d,194,1
ROTATING,768,atcoder/abc307_d,195,1
ROTATING,768,atcoder/abc307_d,196,1
ROTATING,768,atcoder/abc307_d,197,1
ROTATING,768,atcoder/abc307_d,198,1
ROTATING,768,atcoder/abc307_d,199,1
ROTATING,768,atcoder/abc307_d,200,1
ROTATING,768,atcoder/abc307_d,201,1
ROTATING,768,atcoder/abc307_d,202,1
ROTATING,768,atcoder/abc307_d,203,1
ROTATING,768,atcoder/abc307_d,204,1
ROTATING,768,atcoder/abc307_d,205,1
ROTATING,768,atcoder/abc307_d,206,1
ROTATING,768,atcoder/abc307_d,207,1
ROTATING,768,atcoder/abc307_d,208,1
ROTATING,768,atcoder/abc307_d,209,1
ROTATING,768,atcoder/abc307_d,210,1
ROTATING,768,atcoder/abc307_d,211,1
ROTATING,768,atcoder/abc307_d,212,1
ROTATING,768,atcoder/abc307_d,213,1
ROTATING,768,atcoder/abc307_d,214,1
ROTATING,768,atcoder/abc307_d,215,1
ROTATING,768,atcoder/abc307_d,216,1
ROTATING,768,atcoder/abc307_d,217,1
ROTATING,768,atcoder/abc307_d,218,1
ROTATING,768,atcoder/abc307_d,219,1
ROTATING,768,atcoder/abc307_d,220,1
ROTATING,768,atcoder/abc307_d,221,1
ROTATING,768,atcoder/abc307_d,222,1
ROTATING,768,atcoder/abc307_d,223,1
ROTATING,768,atcoder/abc307_d,288,1
ROTATING,768,atcoder/abc307_d,289,1
ROTATING,768,atcoder/abc307_d,290,1
ROTATING,768,atcoder/abc307_d,291,1
ROTATING,768,atcoder/abc307_d,292,1
ROTATING,768,atcoder/abc307_d,293,1
ROTATING,768,atcoder/abc307_d,294,1
ROTATING,768,atcoder/abc307_d,295,1
ROTATING,768,atcoder/abc307_d,296,1
ROTATING,768,atcoder/abc307_d,297,1
ROTATING,768,atcoder/abc307_d,298,1
ROTATING,768,atcoder/abc307_d,299,1
ROTATING,768,atcoder/abc307_d,300,1
ROTATING,768,atcoder/abc307_d,301,1
ROTATING,768,atcoder/abc307_d,302,1
ROTATING,768,atcoder/abc307_d,303,1
ROTATING,768,atcoder/abc307_d,384,1
ROTATING,768,atcoder/abc307_d,385,1
ROTATING,768,atcoder/abc307_d,386,1
ROTATING,768,atcoder/abc307_d,387,1
ROTATING,768,atcoder/abc307_d,388,1
ROTATING,768,atcoder/abc307_d,389,1
ROTATING,768,atcoder/abc307_d,390,1
ROTATING,768,atcoder/abc307_d,391,1
ROTATING,768,atcoder/abc307_d,392,1
ROTATING,768,atcoder/abc307_d,393,1
ROTATING,768,atcoder/abc307_d,394,1
ROTATING,768,atcoder/abc307_d,395,1
ROTATING,768,atcoder/abc307_d,396,1
ROTATING,768,atcoder/abc307_d,397,1
ROTATING,768,atcoder/abc307_d,398,1
ROTATING,768,atcoder/abc307_d,399,1
ROTATING,768,atcoder/abc307_d,400,1
ROTATING,768,atcoder/abc307_d,401,1
ROTATING,768,atcoder/abc307_d,402,1
ROTATING,768,atcoder/abc307_d,403,1
ROTATING,768,atcoder/abc307_d,404,1
ROTATING,768,atcoder/abc307_d,405,1
ROTATING,768,atcoder/abc307_d,406,1
ROTATING,768,atcoder/abc307_d,407,1
ROTATING,768,atcoder/abc307_d,408,1
ROTATING,768,atcoder/abc307_d,409,1
ROTATING,768,atcoder/abc307_d,410,1
ROTATING,768,atcoder/abc307_d,411,1
ROTATING,768,atcoder/abc307_d,412,1
ROTATING,768,atcoder/abc307_d,413,1
ROTATING,768,atcoder/abc307_d,414,1
ROTATING,768,atcoder/abc307_d,415,1
ROTATING,768,atcoder/abc307_d,416,1
ROTATING,768,atcoder/abc307_d,417,1
ROTATING,768,atcoder/abc307_d,418,1
ROTATING,768,atcoder/abc307_d,419,1
ROTATING,768,atcoder/abc307_d,420,1
ROTATING,768,atcoder/abc307_d,421,1
ROTATING,768,atcoder/abc307_d,422,1
ROTATING,768,atcoder/abc307_d,423,1
ROTATING,768,atcoder/abc307_d,440,1
ROTATING,768,atcoder/abc307_d,441,1
ROTATING,768,atcoder/abc307_d,442,1
ROTATING,768,atcoder/abc307_d,443,1
ROTATING,768,atcoder/abc307_d,444,1
ROTATING,768,atcoder/abc307_d,445,1
ROTATING,768,atcoder/abc307_d,446,1
ROTATING,768,atcoder/abc307_d,447,1
ROTATING,768,atcoder/abc307_d,472,1
ROTATING,768,atcoder/abc307_d,473,1
ROTATING,768,atcoder/abc307_d,474,1
ROTATING,768,atcoder/abc307_d,475,1
ROTATING,768,atcoder/abc307_d,476,1
ROTATING,768,atcoder/abc307_d,477,1
ROTATING,768,atcoder/abc307_d,478,1
ROTATING,768,atcoder/abc307_d,479,1
ROTATING,768,atcoder/abc307_d,480,1
ROTATING,768,atcoder/abc307_d,481,1
ROTATING,768,atcoder/abc307_d,482,1
ROTATING,768,atcoder/abc307_d,483,1
ROTATING,768,atcoder/abc307_d,484,1
ROTATING,768,atcoder/abc307_d,485,1
ROTATING,768,atcoder/abc307_d,486,1
ROTATING,768,atcoder/abc307_d,487,1
ROTATING,768,atcoder/abc307_d,488,1
ROTATING,768,atcoder/abc307_d,489,1
ROTATING,768,atcoder/abc307_d,490,1
ROTATING,768,atcoder/abc307_d,491,1
ROTATING,768,atcoder/abc307_d,492,1
ROTATING,768,atcoder/abc307_d,493,1
ROTATING,768,atcoder/abc307_d,494,1
ROTATING,768,atcoder/abc307_d,495,1
ROTATING,768,atcoder/abc307_d,504,1
ROTATING,768,atcoder/abc307_d,505,1
ROTATING,768,atcoder/abc307_d,506,1
ROTATING,768,atcoder/abc307_d,507,1
ROTATING,768,atcoder/abc307_d,508,1
ROTATING,768,atcoder/abc307_d,509,1
ROTATING,768,atcoder/abc307_d,510,1
ROTATING,768,atcoder/abc307_d,511,1
ROTATING,768,atcoder/abc307_d,512,1
ROTATING,768,atcoder/abc307_d,513,1
ROTATING,768,atcoder/abc307_d,514,1
ROTATING,768,atcoder/abc307_d,515,1
ROTATING,768,atcoder/abc307_d,516,1
ROTATING,768,atcoder/abc307_d,517,1
ROTATING,768,atcoder/abc307_d,518,1
ROTATING,768,atcoder/abc307_d,519,1
ROTATING,768,atcoder/abc307_d,528,1
ROTATING,768,atcoder/abc307_d,529,1
ROTATING,768,atcoder/abc307_d,530,1
ROTATING,768,atcoder/abc310_e,0,7
ROTATING,768,atcoder/abc310_e,1,7
ROTATING,768,atcoder/abc310_e,2,7
ROTATING,768,atcoder/abc310_e,3,7
ROTATING,768,atcoder/abc310_e,4,7
ROTATING,768,atcoder/abc310_e,5,7
ROTATING,768,atcoder/abc310_e,6,7
ROTATING,768,atcoder/abc310_e,7,7
ROTATING,768,atcoder/abc310_e,16,1
ROTATING,768,atcoder/abc310_e,17,1
ROTATING,768,atcoder/abc310_e,18,1
ROTATING,768,atcoder/abc310_e,19,1
ROTATING,768,atcoder/abc310_e,20,1
ROTATING,768,atcoder/abc310_e,21,1
ROTATING,768,atcoder/abc310_e,22,1
ROTATING,768,atcoder/abc310_e,23,1
ROTATING,768,atcoder/abc310_e,40,1
ROTATING,768,atcoder/abc310_e,41,1
ROTATING,768,atcoder/abc310_e,42,1
ROTATING,768,atcoder/abc310_e,43,1
ROTATING,768,atcoder/abc310_e,44,1
ROTATING,768,atcoder/abc310_e,45,1
ROTATING,768,atcoder/abc310_e,46,1
ROTATING,768,atcoder/abc310_e,47,1
ROTATING,768,atcoder/abc310_e,48,1
ROTATING,768,atcoder/abc310_e,49,1
ROTATING,768,atcoder/abc310_e,50,1
ROTATING,768,atcoder/abc310_e,51,1
ROTATING,768,atcoder/abc310_e,52,1
ROTATING,768,atcoder/abc310_e,53,1
ROTATING,768,atcoder/abc310_e,54,1
ROTATING,768,atcoder/abc310_e,55,1
ROTATING,768,atcoder/abc310_e,56,1
ROTATING,768,atcoder/abc310_e,57,1
ROTATING,768,atcoder/abc310_e,58,1
ROTATING,768,atcoder/abc310_e,59,1
ROTATING,768,atcoder/abc310_e,72,1
ROTATING,768,atcoder/abc310_e,73,1
ROTATING,768,atcoder/abc310_e,74,1
ROTATING,768,atcoder/abc310_e,75,1
ROTATING,768,atcoder/abc310_e,76,1
ROTATING,768,atcoder/abc310_e,77,1
ROTATING,768,atcoder/abc310_e,78,1
ROTATING,768,atcoder/abc310_e,79,1
ROTATING,768,atcoder/abc310_e,80,1
ROTATING,768,atcoder/abc310_e,81,1
ROTATING,768,atcoder/abc310_e,82,1
ROTATING,768,atcoder/abc310_e,83,1
ROTATING,768,atcoder/abc310_e,84,1
ROTATING,768,atcoder/abc310_e,85,1
ROTATING,768,atcoder/abc310_e,86,1
ROTATING,768,atcoder/abc310_e,87,1
ROTATING,768,atcoder/abc310_e,88,1
ROTATING,768,atcoder/abc310_e,89,1
ROTATING,768,atcoder/abc310_e,90,1
ROTATING,768,atcoder/abc310_e,91,1
ROTATING,768,atcoder/abc310_e,92,1
ROTATING,768,atcoder/abc310_e,93,1
ROTATING,768,atcoder/abc310_e,94,1
ROTATING,768,atcoder/abc310_e,95,1
ROTATING,768,atcoder/abc310_e,96,1
ROTATING,768,atcoder/abc310_e,97,1
ROTATING,768,atcoder/abc310_e,98,1
ROTATING,768,atcoder/abc310_e,99,1
ROTATING,768,atcoder/abc310_e,100,1
ROTATING,768,atcoder/abc310_e,101,1
ROTATING,768,atcoder/abc310_e,102,1
ROTATING,768,atcoder/abc310_e,103,1
ROTATING,768,atcoder/abc310_e,104,1
ROTATING,768,atcoder/abc310_e,105,1
ROTATING,768,atcoder/abc310_e,106,1
ROTATING,768,atcoder/abc310_e,107,1
ROTATING,768,atcoder/abc310_e,108,1
ROTATING,768,atcoder/abc310_e,109,1
ROTATING,768,atcoder/abc310_e,110,1
ROTATING,768,atcoder/abc310_e,111,1
ROTATING,768,atcoder/abc310_e,112,1
ROTATING,768,atcoder/abc310_e,113,1
ROTATING,768,atcoder/abc310_e,114,1
ROTATING,768,atcoder/abc310_e,115,1
ROTATING,768,atcoder/abc310_e,116,1
ROTATING,768,atcoder/abc310_e,117,1
ROTATING,768,atcoder/abc310_e,118,1
ROTATING,768,atcoder/abc310_e,119,1
ROTATING,768,atcoder/abc310_e,144,1
ROTATING,768,atcoder/abc310_e,145,1
ROTATING,768,atcoder/abc310_e,146,1
ROTATING,768,atcoder/abc310_e,147,1
ROTATING,768,atcoder/abc310_e,148,1
ROTATING,768,atcoder/abc310_e,149,1
ROTATING,768,atcoder/abc310_e,150,1
ROTATING,768,atcoder/abc310_e,151,1
ROTATING,768,atcoder/abc310_e,152,1
ROTATING,768,atcoder/abc310_e,153,1
ROTATING,768,atcoder/abc310_e,154,1
ROTATING,768,atcoder/abc310_e,155,1
ROTATING,768,atcoder/abc310_e,156,1
ROTATING,768,atcoder/abc310_e,157,1
ROTATING,768,atcoder/abc310_e,158,1
ROTATING,768,atcoder/abc310_e,159,1
ROTATING,768,atcoder/abc310_e,160,1
ROTATING,768,atcoder/abc310_e,161,1
ROTATING,768,atcoder/abc310_e,162,1
ROTATING,768,atcoder/abc310_e,163,1
ROTATING,768,atcoder/abc310_e,164,1
ROTATING,768,atcoder/abc310_e,165,1
ROTATING,768,atcoder/abc310_e,166,1
ROTATING,768,atcoder/abc310_e,167,1
ROTATING,768,atcoder/abc310_e,184,1
ROTATING,768,atcoder/abc310_e,185,1
ROTATING,768,atcoder/abc310_e,186,1
ROTATING,768,atcoder/abc310_e,187,1
ROTATING,768,atcoder/abc310_e,188,1
ROTATING,768,atcoder/abc310_e,189,1
ROTATING,768,atcoder/abc310_e,190,1
ROTATING,768,atcoder/abc310_e,191,1
ROTATING,768,atcoder/abc310_e,192,1
ROTATING,768,atcoder/abc310_e,193,1
ROTATING,768,atcoder/abc310_e,194,1
ROTATING,768,atcoder/abc310_e,195,1
ROTATING,768,atcoder/abc310_e,196,1
ROTATING,768,atcoder/abc310_e,197,1
ROTATING,768,atcoder/abc310_e,198,1
ROTATING,768,atcoder/abc310_e,199,1
ROTATING,768,atcoder/abc310_e,200,1
ROTATING,768,atcoder/abc310_e,201,1
ROTATING,768,atcoder/abc310_e,202,1
ROTATING,768,atcoder/abc310_e,203,1
ROTATING,768,atcoder/abc314_e,0,7
ROTATING,768,atcoder/abc314_e,1,7
ROTATING,768,atcoder/abc314_e,2,7
ROTATING,768,atcoder/abc314_e,3,7
ROTATING,768,atcoder/abc314_e,4,7
ROTATING,768,atcoder/abc314_e,5,7
ROTATING,768,atcoder/abc314_e,6,7
ROTATING,768,atcoder/abc314_e,7,7
ROTATING,768,atcoder/abc314_e,32,1
ROTATING,768,atcoder/abc314_e,33,1
ROTATING,768,atcoder/abc314_e,34,1
ROTATING,768,atcoder/abc314_e,35,1
ROTATING,768,atcoder/abc314_e,36,1
ROTATING,768,atcoder/abc314_e,37,1
ROTATING,768,atcoder/abc314_e,38,1
ROTATING,768,atcoder/abc314_e,39,1
ROTATING,768,atcoder/abc314_e,48,1
ROTATING,768,atcoder/abc314_e,49,1
ROTATING,768,atcoder/abc314_e,50,1
ROTATING,768,atcoder/abc314_e,51,1
ROTATING,768,atcoder/abc314_e,52,1
ROTATING,768,atcoder/abc314_e,53,1
ROTATING,768,atcoder/abc314_e,54,1
ROTATING,768,atcoder/abc314_e,55,1
ROTATING,768,atcoder/abc314_e,64,1
ROTATING,768,atcoder/abc314_e,65,1
ROTATING,768,atcoder/abc314_e,66,1
ROTATING,768,atcoder/abc314_e,67,1
ROTATING,768,atcoder/abc314_e,68,1
ROTATING,768,atcoder/abc314_e,69,1
ROTATING,768,atcoder/abc314_e,70,1
ROTATING,768,atcoder/abc314_e,71,1
ROTATING,768,atcoder/abc314_e,88,1
ROTATING,768,atcoder/abc314_e,89,1
ROTATING,768,atcoder/abc314_e,90,1
ROTATING,768,atcoder/abc314_e,91,1
ROTATING,768,atcoder/abc314_e,92,1
ROTATING,768,atcoder/abc314_e,93,1
ROTATING,768,atcoder/abc314_e,94,1
ROTATING,768,atcoder/abc314_e,95,1
ROTATING,768,atcoder/abc314_e,96,1
ROTATING,768,atcoder/abc314_e,97,1
ROTATING,768,atcoder/abc314_e,98,1
ROTATING,768,atcoder/abc314_e,99,1
ROTATING,768,atcoder/abc314_e,100,1
ROTATING,768,atcoder/abc314_e,101,1
ROTATING,768,atcoder/abc314_e,102,1
ROTATING,768,atcoder/abc314_e,103,1
ROTATING,768,atcoder/abc314_e,128,1
ROTATING,768,atcoder/abc314_e,129,1
ROTATING,768,atcoder/abc314_e,130,1
ROTATING,768,atcoder/abc314_e,131,1
ROTATING,768,atcoder/abc314_e,132,1
ROTATING,768,atcoder/abc314_e,133,1
ROTATING,768,atcoder/abc314_e,134,1
ROTATING,768,atcoder/abc314_e,135,1
ROTATING,768,atcoder/abc314_e,136,1
ROTATING,768,atcoder/abc314_e,137,1
ROTATING,768,atcoder/abc314_e,138,1
ROTATING,768,atcoder/abc314_e,139,1
ROTATING,768,atcoder/abc314_e,140,1
ROTATING,768,atcoder/abc314_e,141,1
ROTATING,768,atcoder/abc314_e,142,1
ROTATING,768,atcoder/abc314_e,143,1
ROTATING,768,atcoder/abc314_e,168,1
ROTATING,768,atcoder/abc314_e,169,1
ROTATING,768,atcoder/abc314_e,192,1
ROTATING,768,atcoder/abc314_e,193,1
ROTATING,768,atcoder/abc314_e,194,1
ROTATING,768,atcoder/abc314_e,195,1
ROTATING,768,atcoder/abc314_e,196,1
ROTATING,768,atcoder/abc314_e,197,1
ROTATING,768,atcoder/abc314_e,198,1
ROTATING,768,atcoder/abc314_e,199,1
ROTATING,768,atcoder/abc314_e,200,1
ROTATING,768,atcoder/abc314_e,201,1
ROTATING,768,atcoder/abc314_e,202,1
ROTATING,768,atcoder/abc314_e,203,1
ROTATING,768,atcoder/abc314_e,204,1
ROTATING,768,atcoder/abc314_e,205,1
ROTATING,768,atcoder/abc314_e,206,1
ROTATING,768,atcoder/abc314_e,207,1
ROTATING,768,atcoder/abc314_e,256,1
ROTATING,768,atcoder/abc314_e,257,1
ROTATING,768,atcoder/abc314_e,258,1
ROTATING,768,atcoder/abc314_e,259,1
ROTATING,768,atcoder/abc314_e,260,1
ROTATING,768,atcoder/abc314_e,261,1
ROTATING,768,atcoder/abc314_e,262,1
ROTATING,768,atcoder/abc314_e,263,1
ROTATING,768,atcoder/abc314_e,280,1
ROTATING,768,atcoder/abc314_e,281,1
ROTATING,768,atcoder/abc314_e,282,1
ROTATING,768,atcoder/abc314_e,283,1
ROTATING,768,atcoder/abc314_e,284,1
ROTATING,768,atcoder/abc314_e,285,1
ROTATING,768,atcoder/abc314_e,286,1
ROTATING,768,atcoder/abc314_e,287,1
ROTATING,768,atcoder/abc314_e,288,1
ROTATING,768,atcoder/abc314_e,289,1
ROTATING,768,atcoder/abc314_e,290,1
ROTATING,768,atcoder/abc314_e,291,1
ROTATING,768,atcoder/abc314_e,292,1
ROTATING,768,atcoder/abc314_e,293,1
ROTATING,768,atcoder/abc314_e,294,1
ROTATING,768,atcoder/abc314_e,295,1
ROTATING,768,atcoder/abc314_e,328,1
ROTATING,768,atcoder/abc314_e,329,1
ROTATING,768,atcoder/abc314_e,330,1
ROTATING,768,atcoder/abc314_e,331,1
ROTATING,768,atcoder/abc314_e,332,1
ROTATING,768,atcoder/abc314_e,333,1
ROTATING,768,atcoder/abc314_e,334,1
ROTATING,768,atcoder/abc314_e,335,1
ROTATING,768,atcoder/abc314_e,360,1
ROTATING,768,atcoder/abc314_e,361,1
ROTATING,768,atcoder/abc314_e,362,1
ROTATING,768,atcoder/abc314_e,363,1
ROTATING,768,atcoder/abc314_e,364,1
ROTATING,768,atcoder/abc314_e,365,1
ROTATING,768,atcoder/abc314_e,366,1
ROTATING,768,atcoder/abc314_e,367,1
ROTATING,768,atcoder/abc314_e,408,1
ROTATING,768,atcoder/abc314_e,409,1
ROTATING,768,atcoder/abc314_e,410,1
ROTATING,768,atcoder/abc314_e,411,1
ROTATING,768,atcoder/abc314_e,412,1
ROTATING,768,atcoder/abc314_e,413,1
ROTATING,768,atcoder/abc314_e,414,1
ROTATING,768,atcoder/abc314_e,415,1
ROTATING,768,atcoder/abc314_e,528,1
ROTATING,768,atcoder/abc314_e,529,1
ROTATING,768,atcoder/abc314_e,530,1
ROTATING,768,atcoder/abc314_e,531,1
ROTATING,768,atcoder/abc314_e,532,1
ROTATING,768,atcoder/abc314_e,533,1
ROTATING,768,atcoder/abc314_e,534,1
ROTATING,768,atcoder/abc314_e,535,1
ROTATING,768,atcoder/abc314_e,568,1
ROTATING,768,atcoder/abc314_e,569,1
ROTATING,768,atcoder/abc314_e,570,1
ROTATING,768,atcoder/abc314_e,571,1
ROTATING,768,atcoder/abc314_e,572,1
ROTATING,768,atcoder/abc314_e,573,1
ROTATING,768,atcoder/abc314_e,574,1
ROTATING,768,atcoder/abc314_e,575,1
ROTATING,768,atcoder/abc314_e,608,1
ROTATING,768,atcoder/abc314_e,609,1
ROTATING,768,atcoder/abc314_e,610,1
ROTATING,768,atcoder/abc314_e,611,1
ROTATING,768,atcoder/abc314_e,612,1
ROTATING,768,atcoder/abc314_e,613,1
ROTATING,768,atcoder/abc314_e,614,1
ROTATING,768,atcoder/abc314_e,615,1
ROTATING,768,atcoder/abc314_e,624,1
ROTATING,768,atcoder/abc314_e,625,1
ROTATING,768,atcoder/abc314_e,626,1
ROTATING,768,atcoder/abc314_e,627,1
ROTATING,768,atcoder/abc314_e,628,1
ROTATING,768,atcoder/abc314_e,629,1
ROTATING,768,atcoder/abc314_e,630,1
ROTATING,768,atcoder/abc314_e,631,1
ROTATING,768,atcoder/abc314_e,640,1
ROTATING,768,atcoder/abc314_e,641,1
ROTATING,768,atcoder/abc314_e,642,1
ROTATING,768,atcoder/abc314_e,643,1
ROTATING,768,atcoder/abc314_e,644,1
ROTATING,768,atcoder/abc314_e,645,1
ROTATING,768,atcoder/abc314_e,646,1
ROTATING,768,atcoder/abc314_e,647,1
ROTATING,768,atcoder/abc314_e,656,1
ROTATING,768,atcoder/abc314_e,657,1
ROTATING,768,atcoder/abc314_e,658,1
ROTATING,768,atcoder/abc314_e,659,1
ROTATING,768,atcoder/abc314_e,660,1
ROTATING,768,atcoder/abc314_e,661,1
ROTATING,768,atcoder/abc314_e,662,1
ROTATING,768,atcoder/abc314_e,663,1
ROTATING,768,atcoder/abc314_e,664,1
ROTATING,768,atcoder/abc314_e,665,1
ROTATING,768,atcoder/abc314_e,666,1
ROTATING,768,atcoder/abc314_e,667,1
ROTATING,768,atcoder/abc314_e,668,1
ROTATING,768,atcoder/abc314_e,669,1
ROTATING,768,atcoder/abc314_e,670,1
ROTATING,768,atcoder/abc314_e,671,1
ROTATING,768,atcoder/abc314_e,672,1
ROTATING,768,atcoder/abc314_e,673,1
ROTATING,768,atcoder/abc314_e,674,1
ROTATING,768,atcoder/abc314_e,675,1
ROTATING,768,atcoder/abc314_e,676,1
ROTATING,768,atcoder/abc314_e,677,1
ROTATING,768,atcoder/abc314_e,678,1
ROTATING,768,atcoder/abc314_e,679,1
ROTATING,768,atcoder/abc314_e,680,1
ROTATING,768,atcoder/abc314_e,681,1
ROTATING,768,atcoder/abc314_e,682,1
ROTATING,768,atcoder/abc314_e,683,1
ROTATING,768,atcoder/abc314_e,684,1
ROTATING,768,atcoder/abc314_e,685,1
ROTATING,768,atcoder/abc314_e,686,1
ROTATING,768,atcoder/abc314_e,687,1
ROTATING,768,atcoder/abc314_e,704,1
ROTATING,768,atcoder/abc314_e,705,1
ROTATING,768,atcoder/abc314_e,706,1
ROTATING,768,atcoder/abc314_e,707,1
ROTATING,768,atcoder/abc314_e,708,1
ROTATING,768,atcoder/abc314_e,709,1
ROTATING,768,atcoder/abc314_e,710,1
ROTATING,768,atcoder/abc314_e,711,1
ROTATING,768,atcoder/abc314_e,752,1
ROTATING,768,atcoder/abc314_e,753,1
ROTATING,768,atcoder/abc314_e,754,1
ROTATING,768,atcoder/abc314_e,755,1
ROTATING,768,atcoder/abc314_e,756,1
ROTATING,768,atcoder/abc314_e,757,1
ROTATING,768,atcoder/abc314_e,758,1
ROTATING,768,atcoder/abc314_e,759,1
ROTATING,768,atcoder/abc314_e,768,1
ROTATING,768,atcoder/abc314_e,769,1
ROTATING,768,atcoder/abc314_e,770,1
ROTATING,768,atcoder/abc314_e,771,1
ROTATING,768,atcoder/abc314_e,772,1
ROTATING,768,atcoder/abc314_e,773,1
ROTATING,768,atcoder/abc323_b,0,8
ROTATING,768,atcoder/abc323_b,1,8
ROTATING,768,atcoder/abc323_b,2,8
ROTATING,768,atcoder/abc323_b,3,8
ROTATING,768,atcoder/abc323_b,4,8
ROTATING,768,atcoder/abc323_b,5,8
ROTATING,768,atcoder/abc323_b,6,8
ROTATING,768,atcoder/abc323_b,7,8
ROTATING,768,atcoder/abc323_b,40,1
ROTATING,768,atcoder/abc323_b,41,1
ROTATING,768,atcoder/abc323_b,42,1
ROTATING,768,atcoder/abc323_b,43,1
ROTATING,768,atcoder/abc323_b,44,1
ROTATING,768,atcoder/abc323_b,45,1
ROTATING,768,atcoder/abc323_b,46,1
ROTATING,768,atcoder/abc323_b,47,1
ROTATING,768,atcoder/abc323_b,64,1
ROTATING,768,atcoder/abc323_b,65,1
ROTATING,768,atcoder/abc323_b,66,1
ROTATING,768,atcoder/abc323_b,67,1
ROTATING,768,atcoder/abc323_b,68,1
ROTATING,768,atcoder/abc323_b,69,1
ROTATING,768,atcoder/abc323_b,70,1
ROTATING,768,atcoder/abc323_b,71,1
ROTATING,768,atcoder/abc323_b,88,1
ROTATING,768,atcoder/abc323_b,89,1
ROTATING,768,atcoder/abc323_b,90,1
ROTATING,768,atcoder/abc323_b,91,1
ROTATING,768,atcoder/abc323_b,92,1
ROTATING,768,atcoder/abc323_b,93,1
ROTATING,768,atcoder/abc323_b,94,1
ROTATING,768,atcoder/abc323_b,95,1
ROTATING,768,atcoder/abc323_b,104,1
ROTATING,768,atcoder/abc323_b,105,1
ROTATING,768,atcoder/abc323_b,106,1
ROTATING,768,atcoder/abc323_b,107,1
ROTATING,768,atcoder/abc323_b,108,1
ROTATING,768,atcoder/abc323_b,109,1
ROTATING,768,atcoder/abc323_b,110,1
ROTATING,768,atcoder/abc323_b,111,1
ROTATING,768,atcoder/abc323_b,112,1
ROTATING,768,atcoder/abc323_b,113,1
ROTATING,768,atcoder/abc323_b,114,1
ROTATING,768,atcoder/abc323_b,115,1
ROTATING,768,atcoder/abc323_b,116,1
ROTATING,768,atcoder/abc323_b,117,1
ROTATING,768,atcoder/abc323_b,118,1
ROTATING,768,atcoder/abc323_b,119,1
ROTATING,768,atcoder/abc323_b,128,1
ROTATING,768,atcoder/abc323_b,129,1
ROTATING,768,atcoder/abc323_b,130,1
ROTATING,768,atcoder/abc323_b,131,1
ROTATING,768,atcoder/abc323_b,132,1
ROTATING,768,atcoder/abc323_b,133,1
ROTATING,768,atcoder/abc323_b,134,1
ROTATING,768,atcoder/abc323_b,135,1
ROTATING,768,atcoder/abc323_b,168,1
ROTATING,768,atcoder/abc323_b,169,1
ROTATING,768,atcoder/abc323_b,170,1
ROTATING,768,atcoder/abc323_b,171,1
ROTATING,768,atcoder/abc323_b,172,1
ROTATING,768,atcoder/abc323_b,173,1
ROTATING,768,atcoder/abc323_b,174,1
ROTATING,768,atcoder/abc323_b,175,1
ROTATING,768,atcoder/abc323_b,176,1
ROTATING,768,atcoder/abc323_b,177,1
ROTATING,768,atcoder/abc323_b,178,1
ROTATING,768,atcoder/abc323_b,179,1
ROTATING,768,atcoder/abc323_b,180,1
ROTATING,768,atcoder/abc323_b,181,1
ROTATING,768,atcoder/abc323_b,182,1
ROTATING,768,atcoder/abc323_b,183,1
ROTATING,768,atcoder/abc323_b,192,1
ROTATING,768,atcoder/abc323_b,193,1
ROTATING,768,atcoder/abc323_b,194,1
ROTATING,768,atcoder/abc323_b,195,1
ROTATING,768,atcoder/abc323_b,196,1
ROTATING,768,atcoder/abc323_b,197,1
ROTATING,768,atcoder/abc323_b,198,1
ROTATING,768,atcoder/abc323_b,199,1
ROTATING,768,atcoder/abc323_b,256,1
ROTATING,768,atcoder/abc323_b,257,1
ROTATING,768,atcoder/abc323_b,258,1
ROTATING,768,atcoder/abc323_b,259,1
ROTATING,768,atcoder/abc323_b,260,1
ROTATING,768,atcoder/abc323_b,261,1
ROTATING,768,atcoder/abc323_b,262,1
ROTATING,768,atcoder/abc323_b,263,1
ROTATING,768,atcoder/abc323_b,304,1
ROTATING,768,atcoder/abc323_b,305,1
ROTATING,768,atcoder/abc323_b,306,1
ROTATING,768,atcoder/abc323_b,307,1
ROTATING,768,atcoder/abc323_b,308,1
